,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,P/A
66615,Haryana,FATEHABAD,2003,Rabi       ,Rapeseed &Mustard,16944.0,28000.0,1.652502360717658
66616,Haryana,FATEHABAD,2003,Rabi       ,Wheat,164753.0,705000.0,4.279133005165308
66617,Haryana,FATEHABAD,2003,Whole Year ,Dry chillies,49.0,100.0,2.0408163265306123
66624,Haryana,FATEHABAD,2004,Kharif     ,Bajra,11908.0,23000.0,1.9314746388982196
66625,Haryana,FATEHABAD,2004,Kharif     ,Cotton(lint),101065.0,424000.0,4.195319843664968
66626,Haryana,FATEHABAD,2004,Kharif     ,Groundnut,115.0,100.0,0.8695652173913043
66628,Haryana,FATEHABAD,2004,Kharif     ,Moong(Green Gram),831.0,400.0,0.4813477737665463
66630,Haryana,FATEHABAD,2004,Kharif     ,Rice,65365.0,280000.0,4.283638032586246
66631,Haryana,FATEHABAD,2004,Kharif     ,Sesamum,162.0,100.0,0.6172839506172839
66632,Haryana,FATEHABAD,2004,Rabi       ,Barley,2514.0,6000.0,2.386634844868735
66633,Haryana,FATEHABAD,2004,Rabi       ,Gram,1069.0,1000.0,0.9354536950420954
66635,Haryana,FATEHABAD,2004,Rabi       ,Peas & beans (Pulses),24.0,100.0,4.166666666666667
66636,Haryana,FATEHABAD,2004,Rabi       ,Rapeseed &Mustard,16695.0,19000.0,1.1380652890086853
66637,Haryana,FATEHABAD,2004,Rabi       ,Wheat,177201.0,727000.0,4.102685650758178
66638,Haryana,FATEHABAD,2004,Whole Year ,Dry chillies,35.0,300.0,8.571428571428571
66642,Haryana,FATEHABAD,2005,Kharif     ,Arhar/Tur,41.0,100.0,2.4390243902439024
66643,Haryana,FATEHABAD,2005,Kharif     ,Bajra,14586.0,28000.0,1.919648978472508
66644,Haryana,FATEHABAD,2005,Kharif     ,Cotton(lint),94951.0,306000.0,3.222714873987636
66645,Haryana,FATEHABAD,2005,Kharif     ,Groundnut,621.0,600.0,0.966183574879227
66647,Haryana,FATEHABAD,2005,Kharif     ,Moong(Green Gram),727.0,400.0,0.5502063273727648
66649,Haryana,FATEHABAD,2005,Kharif     ,Rice,68371.0,254000.0,3.715025376256015
66650,Haryana,FATEHABAD,2005,Kharif     ,Sesamum,177.0,100.0,0.5649717514124294
66651,Haryana,FATEHABAD,2005,Rabi       ,Barley,3459.0,10000.0,2.8910089621277826
66652,Haryana,FATEHABAD,2005,Rabi       ,Gram,1051.0,1000.0,0.9514747859181731
66654,Haryana,FATEHABAD,2005,Rabi       ,Peas & beans (Pulses),54.0,100.0,1.8518518518518519
66655,Haryana,FATEHABAD,2005,Rabi       ,Rapeseed &Mustard,17641.0,26000.0,1.4738393515106853
66656,Haryana,FATEHABAD,2005,Rabi       ,Wheat,178771.0,729000.0,4.077842603106768
66662,Haryana,FATEHABAD,2006,Kharif     ,Bajra,11718.0,26000.0,2.2188086704215735
66664,Haryana,FATEHABAD,2006,Kharif     ,Cotton(lint),90886.0,373000.0,4.1040424267764015
66665,Haryana,FATEHABAD,2006,Kharif     ,Groundnut,266.0,300.0,1.1278195488721805
66667,Haryana,FATEHABAD,2006,Kharif     ,Moong(Green Gram),962.0,500.0,0.5197505197505198
66669,Haryana,FATEHABAD,2006,Kharif     ,Rice,70069.0,312000.0,4.452753714196007
66670,Haryana,FATEHABAD,2006,Kharif     ,Sesamum,139.0,100.0,0.7194244604316546
66672,Haryana,FATEHABAD,2006,Rabi       ,Barley,4308.0,14000.0,3.2497678737233056
66673,Haryana,FATEHABAD,2006,Rabi       ,Gram,1018.0,1000.0,0.9823182711198428
66675,Haryana,FATEHABAD,2006,Rabi       ,Peas & beans (Pulses),55.0,100.0,1.8181818181818181
66676,Haryana,FATEHABAD,2006,Rabi       ,Rapeseed &Mustard,13551.0,20000.0,1.4759058372075862
66677,Haryana,FATEHABAD,2006,Rabi       ,Wheat,182508.0,843000.0,4.618975606548754
66683,Haryana,FATEHABAD,2007,Kharif     ,Arhar/Tur,95.0,100.0,1.0526315789473684
66684,Haryana,FATEHABAD,2007,Kharif     ,Bajra,11292.0,30000.0,2.656748140276302
66686,Haryana,FATEHABAD,2007,Kharif     ,Cotton(lint),85976.0,379000.0,4.408206941472039
66687,Haryana,FATEHABAD,2007,Kharif     ,Groundnut,175.0,200.0,1.1428571428571428
66688,Haryana,FATEHABAD,2007,Kharif     ,Moong(Green Gram),962.0,500.0,0.5197505197505198
66690,Haryana,FATEHABAD,2007,Kharif     ,Rice,73133.0,318000.0,4.348242243583608
66692,Haryana,FATEHABAD,2007,Rabi       ,Barley,3635.0,15000.0,4.126547455295736
66693,Haryana,FATEHABAD,2007,Rabi       ,Gram,863.0,1000.0,1.1587485515643106
66694,Haryana,FATEHABAD,2007,Rabi       ,Peas & beans (Pulses),34.0,100.0,2.9411764705882355
