,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,P/A
68191,Haryana,KAITHAL,2010,Rabi       ,Rapeseed &Mustard,717.0,2000.0,2.789400278940028
68192,Haryana,KAITHAL,2010,Rabi       ,Wheat,177464.0,835000.0,4.70517964206825
68200,Haryana,KAITHAL,2011,Kharif     ,Bajra,5824.0,15000.0,2.5755494505494507
68201,Haryana,KAITHAL,2011,Kharif     ,Cotton(lint),8448.0,37000.0,4.379734848484849
68205,Haryana,KAITHAL,2011,Kharif     ,Rice,158896.0,461000.0,2.901268754405397
68210,Haryana,KAITHAL,2011,Rabi       ,Masoor,107.0,200.0,1.8691588785046729
68211,Haryana,KAITHAL,2011,Rabi       ,Rapeseed &Mustard,757.0,1000.0,1.321003963011889
68212,Haryana,KAITHAL,2011,Rabi       ,Wheat,173134.0,943000.0,5.446648260884633
68218,Haryana,KAITHAL,2012,Kharif     ,Bajra,4588.0,13000.0,2.8334786399302527
68219,Haryana,KAITHAL,2012,Kharif     ,Cotton(lint),10148.0,47000.0,4.631454473787938
68222,Haryana,KAITHAL,2012,Kharif     ,Moong(Green Gram),2.0,1.0,0.5
68223,Haryana,KAITHAL,2012,Kharif     ,Rice,162461.0,512000.0,3.1515255969124896
68224,Haryana,KAITHAL,2012,Kharif     ,Sesamum,14.0,6.0,0.42857142857142855
68225,Haryana,KAITHAL,2012,Kharif     ,Urad,5.0,1.0,0.2
68228,Haryana,KAITHAL,2012,Rabi       ,Masoor,108.0,151.0,1.3981481481481481
68229,Haryana,KAITHAL,2012,Rabi       ,Rapeseed &Mustard,868.0,2000.0,2.304147465437788
68230,Haryana,KAITHAL,2012,Rabi       ,Wheat,172302.0,806000.0,4.67783310698657
68239,Haryana,KARNAL,1997,Kharif     ,Bajra,2000.0,2000.0,1.0
68240,Haryana,KARNAL,1997,Kharif     ,Maize,1000.0,2000.0,2.0
68242,Haryana,KARNAL,1997,Kharif     ,Rice,161000.0,427000.0,2.652173913043478
68243,Haryana,KARNAL,1997,Rabi       ,Gram,1000.0,1000.0,1.0
68245,Haryana,KARNAL,1997,Rabi       ,Wheat,163000.0,577000.0,3.539877300613497
68247,Haryana,KARNAL,1998,Kharif     ,Arhar/Tur,451.0,500.0,1.1086474501108647
68248,Haryana,KARNAL,1998,Kharif     ,Bajra,938.0,1000.0,1.0660980810234542
68251,Haryana,KARNAL,1998,Kharif     ,Maize,599.0,2000.0,3.33889816360601
68253,Haryana,KARNAL,1998,Kharif     ,Rice,161526.0,357000.0,2.2101704988670554
68255,Haryana,KARNAL,1998,Kharif     ,Urad,158.0,100.0,0.6329113924050633
68257,Haryana,KARNAL,1998,Rabi       ,Gram,453.0,1000.0,2.207505518763797
68258,Haryana,KARNAL,1998,Rabi       ,Masoor,801.0,700.0,0.8739076154806492
68259,Haryana,KARNAL,1998,Rabi       ,Peas & beans (Pulses),142.0,200.0,1.408450704225352
68260,Haryana,KARNAL,1998,Rabi       ,Rapeseed &Mustard,1290.0,1000.0,0.7751937984496124
68261,Haryana,KARNAL,1998,Rabi       ,Sunflower,1717.0,2400.0,1.3977868375072802
68262,Haryana,KARNAL,1998,Rabi       ,Wheat,160080.0,661000.0,4.129185407296352
68263,Haryana,KARNAL,1998,Whole Year ,Dry chillies,144.0,100.0,0.6944444444444444
68267,Haryana,KARNAL,1999,Kharif     ,Arhar/Tur,458.0,500.0,1.091703056768559
68268,Haryana,KARNAL,1999,Kharif     ,Bajra,1438.0,1000.0,0.6954102920723226
68271,Haryana,KARNAL,1999,Kharif     ,Jowar,3965.0,1000.0,0.25220680958385877
68272,Haryana,KARNAL,1999,Kharif     ,Maize,599.0,2000.0,3.33889816360601
68274,Haryana,KARNAL,1999,Kharif     ,Rice,161526.0,447000.0,2.7673563389175735
68278,Haryana,KARNAL,1999,Rabi       ,Masoor,692.0,700.0,1.0115606936416186
68279,Haryana,KARNAL,1999,Rabi       ,Peas & beans (Pulses),135.0,200.0,1.4814814814814814
68281,Haryana,KARNAL,1999,Rabi       ,Wheat,162723.0,716000.0,4.400115533759825
68282,Haryana,KARNAL,1999,Whole Year ,Dry chillies,144.0,200.0,1.3888888888888888
68285,Haryana,KARNAL,2000,Kharif     ,Arhar/Tur,378.0,400.0,1.0582010582010581
68286,Haryana,KARNAL,2000,Kharif     ,Bajra,2828.0,3000.0,1.0608203677510608
68290,Haryana,KARNAL,2000,Kharif     ,Maize,535.0,2000.0,3.7383177570093458
68293,Haryana,KARNAL,2000,Kharif     ,Rice,157949.0,444000.0,2.8110339413354946
68297,Haryana,KARNAL,2000,Rabi       ,Gram,481.0,1000.0,2.079002079002079
68298,Haryana,KARNAL,2000,Rabi       ,Masoor,714.0,600.0,0.8403361344537815
68299,Haryana,KARNAL,2000,Rabi       ,Peas & beans (Pulses),128.0,200.0,1.5625
68300,Haryana,KARNAL,2000,Rabi       ,Rapeseed &Mustard,989.0,1000.0,1.0111223458038423
68302,Haryana,KARNAL,2000,Rabi       ,Wheat,166505.0,769000.0,4.618479925527762
68303,Haryana,KARNAL,2000,Whole Year ,Dry chillies,158.0,200.0,1.2658227848101267
68311,Haryana,KARNAL,2001,Kharif     ,Arhar/Tur,408.0,400.0,0.9803921568627451
68312,Haryana,KARNAL,2001,Kharif     ,Bajra,1312.0,1000.0,0.7621951219512195
68316,Haryana,KARNAL,2001,Kharif     ,Maize,486.0,3000.0,6.172839506172839
68319,Haryana,KARNAL,2001,Kharif     ,Rice,166037.0,494000.0,2.9752404584520318
68324,Haryana,KARNAL,2001,Rabi       ,Masoor,703.0,700.0,0.9957325746799431
68325,Haryana,KARNAL,2001,Rabi       ,Peas & beans (Pulses),202.0,300.0,1.4851485148514851
68326,Haryana,KARNAL,2001,Rabi       ,Rapeseed &Mustard,1004.0,1000.0,0.9960159362549801
68327,Haryana,KARNAL,2001,Rabi       ,Wheat,162854.0,747000.0,4.586930624976973
68328,Haryana,KARNAL,2001,Whole Year ,Dry chillies,119.0,100.0,0.8403361344537815
68333,Haryana,KARNAL,2002,Kharif     ,Arhar/Tur,216.0,200.0,0.9259259259259259
68334,Haryana,KARNAL,2002,Kharif     ,Bajra,958.0,1000.0,1.0438413361169103
68340,Haryana,KARNAL,2002,Kharif     ,Rice,159111.0,426000.0,2.677376171352075
68345,Haryana,KARNAL,2002,Rabi       ,Masoor,683.0,700.0,1.0248901903367496
68346,Haryana,KARNAL,2002,Rabi       ,Peas & beans (Pulses),170.0,200.0,1.1764705882352942
68347,Haryana,KARNAL,2002,Rabi       ,Rapeseed &Mustard,881.0,1000.0,1.1350737797956867
68349,Haryana,KARNAL,2002,Rabi       ,Wheat,167483.0,729000.0,4.35268057056537
68355,Haryana,KARNAL,2003,Kharif     ,Arhar/Tur,345.0,500.0,1.4492753623188406
68356,Haryana,KARNAL,2003,Kharif     ,Bajra,1015.0,2000.0,1.9704433497536946
68363,Haryana,KARNAL,2003,Kharif     ,Rice,167481.0,499000.0,2.979442444217553
68368,Haryana,KARNAL,2003,Rabi       ,Masoor,453.0,500.0,1.1037527593818985
68369,Haryana,KARNAL,2003,Rabi       ,Peas & beans (Pulses),164.0,200.0,1.2195121951219512
68370,Haryana,KARNAL,2003,Rabi       ,Rapeseed &Mustard,800.0,1000.0,1.25
68372,Haryana,KARNAL,2003,Rabi       ,Wheat,167222.0,691000.0,4.132231404958677
68373,Haryana,KARNAL,2003,Whole Year ,Dry chillies,121.0,100.0,0.8264462809917356
68381,Haryana,KARNAL,2004,Kharif     ,Arhar/Tur,246.0,300.0,1.2195121951219512
68382,Haryana,KARNAL,2004,Kharif     ,Bajra,1030.0,2000.0,1.941747572815534
68386,Haryana,KARNAL,2004,Kharif     ,Rice,167405.0,567000.0,3.386995609450136
68391,Haryana,KARNAL,2004,Rabi       ,Masoor,449.0,500.0,1.1135857461024499
68392,Haryana,KARNAL,2004,Rabi       ,Peas & beans (Pulses),166.0,200.0,1.2048192771084338
68393,Haryana,KARNAL,2004,Rabi       ,Rapeseed &Mustard,709.0,1000.0,1.4104372355430184
68395,Haryana,KARNAL,2004,Rabi       ,Wheat,170737.0,715000.0,4.187727323310121
68396,Haryana,KARNAL,2004,Whole Year ,Dry chillies,109.0,700.0,6.422018348623853
68402,Haryana,KARNAL,2005,Kharif     ,Arhar/Tur,235.0,200.0,0.851063829787234
68403,Haryana,KARNAL,2005,Kharif     ,Bajra,1276.0,3000.0,2.3510971786833856
68407,Haryana,KARNAL,2005,Kharif     ,Rice,169130.0,521000.0,3.080470643883403
68412,Haryana,KARNAL,2005,Rabi       ,Masoor,348.0,300.0,0.8620689655172413
68413,Haryana,KARNAL,2005,Rabi       ,Peas & beans (Pulses),182.0,200.0,1.098901098901099
68414,Haryana,KARNAL,2005,Rabi       ,Rapeseed &Mustard,621.0,1000.0,1.6103059581320451
68415,Haryana,KARNAL,2005,Rabi       ,Wheat,172756.0,755000.0,4.3703257773970225
68416,Haryana,KARNAL,2005,Whole Year ,Dry chillies,108.0,100.0,0.9259259259259259
68421,Haryana,KARNAL,2006,Kharif     ,Arhar/Tur,283.0,300.0,1.0600706713780919
68422,Haryana,KARNAL,2006,Kharif     ,Bajra,1638.0,6000.0,3.663003663003663
68426,Haryana,KARNAL,2006,Kharif     ,Rice,166200.0,553000.0,3.3273164861612514
68428,Haryana,KARNAL,2006,Kharif     ,Urad,326.0,200.0,0.6134969325153374
68431,Haryana,KARNAL,2006,Rabi       ,Masoor,304.0,300.0,0.9868421052631579
68432,Haryana,KARNAL,2006,Rabi       ,Peas & beans (Pulses),215.0,300.0,1.3953488372093024
68433,Haryana,KARNAL,2006,Rabi       ,Rapeseed &Mustard,672.0,1000.0,1.4880952380952381
68434,Haryana,KARNAL,2006,Rabi       ,Wheat,166697.0,739000.0,4.43319315884509
68435,Haryana,KARNAL,2006,Whole Year ,Dry chillies,85.0,100.0,1.1764705882352942
68440,Haryana,KARNAL,2007,Kharif     ,Arhar/Tur,259.0,300.0,1.1583011583011582
68441,Haryana,KARNAL,2007,Kharif     ,Bajra,1573.0,4000.0,2.542911633820725
68444,Haryana,KARNAL,2007,Kharif     ,Maize,563.0,2000.0,3.552397868561279
68447,Haryana,KARNAL,2007,Kharif     ,Rice,167149.0,610000.0,3.6494385249089136
68449,Haryana,KARNAL,2007,Kharif     ,Urad,304.0,100.0,0.32894736842105265
68452,Haryana,KARNAL,2007,Rabi       ,Masoor,228.0,200.0,0.8771929824561403
68453,Haryana,KARNAL,2007,Rabi       ,Peas & beans (Pulses),240.0,300.0,1.25
68454,Haryana,KARNAL,2007,Rabi       ,Rapeseed &Mustard,873.0,1000.0,1.145475372279496
68455,Haryana,KARNAL,2007,Rabi       ,Wheat,168670.0,782000.0,4.636272010434577
68456,Haryana,KARNAL,2007,Whole Year ,Dry chillies,53.0,300.0,5.660377358490566
68461,Haryana,KARNAL,2008,Kharif     ,Arhar/Tur,325.0,400.0,1.2307692307692308
68462,Haryana,KARNAL,2008,Kharif     ,Bajra,2831.0,9000.0,3.1790886612504416
68467,Haryana,KARNAL,2008,Kharif     ,Maize,583.0,1200.0,2.058319039451115
68469,Haryana,KARNAL,2008,Kharif     ,Rice,169034.0,465000.0,2.7509258492374316
68473,Haryana,KARNAL,2008,Rabi       ,Gram,481.0,1000.0,2.079002079002079
68474,Haryana,KARNAL,2008,Rabi       ,Masoor,704.0,600.0,0.8522727272727273
68475,Haryana,KARNAL,2008,Rabi       ,Peas & beans (Pulses),176.0,300.0,1.7045454545454546
68476,Haryana,KARNAL,2008,Rabi       ,Rapeseed &Mustard,989.0,2300.0,2.3255813953488373
68477,Haryana,KARNAL,2008,Rabi       ,Wheat,171983.0,791000.0,4.599291790467663
68478,Haryana,KARNAL,2008,Whole Year ,Dry chillies,139.0,100.0,0.7194244604316546
68485,Haryana,KARNAL,2009,Kharif     ,Arhar/Tur,185.0,200.0,1.0810810810810811
68486,Haryana,KARNAL,2009,Kharif     ,Bajra,1235.0,2000.0,1.6194331983805668
68488,Haryana,KARNAL,2009,Kharif     ,Maize,287.0,2000.0,6.968641114982578
68490,Haryana,KARNAL,2009,Kharif     ,Rice,171517.0,521000.0,3.0375997714512266
68491,Haryana,KARNAL,2009,Kharif     ,Sesamum,105.0,100.0,0.9523809523809523
68492,Haryana,KARNAL,2009,Kharif     ,Urad,278.0,100.0,0.3597122302158273
68495,Haryana,KARNAL,2009,Rabi       ,Masoor,271.0,300.0,1.1070110701107012
68496,Haryana,KARNAL,2009,Rabi       ,Peas & beans (Pulses),168.0,200.0,1.1904761904761905
68497,Haryana,KARNAL,2009,Rabi       ,Wheat,171412.0,773000.0,4.509602594917508
68499,Haryana,KARNAL,2009,Whole Year ,Dry chillies,59.0,100.0,1.694915254237288
68504,Haryana,KARNAL,2010,Kharif     ,Arhar/Tur,148.0,100.0,0.6756756756756757
68511,Haryana,KARNAL,2010,Kharif     ,Rice,172698.0,461000.0,2.6693997614332536
68512,Haryana,KARNAL,2010,Kharif     ,Sesamum,264.0,200.0,0.7575757575757576
68514,Haryana,KARNAL,2010,Kharif     ,Urad,392.0,200.0,0.5102040816326531
68517,Haryana,KARNAL,2010,Rabi       ,Masoor,251.0,300.0,1.1952191235059761
68518,Haryana,KARNAL,2010,Rabi       ,Peas & beans (Pulses),178.0,400.0,2.247191011235955
68519,Haryana,KARNAL,2010,Rabi       ,Rapeseed &Mustard,834.0,2000.0,2.3980815347721824
68520,Haryana,KARNAL,2010,Rabi       ,Wheat,170864.0,760000.0,4.447982020788463
68522,Haryana,KARNAL,2010,Whole Year ,Dry chillies,172.0,1400.0,8.13953488372093
68528,Haryana,KARNAL,2011,Kharif     ,Arhar/Tur,146.0,100.0,0.684931506849315
68529,Haryana,KARNAL,2011,Kharif     ,Bajra,952.0,2000.0,2.100840336134454
68534,Haryana,KARNAL,2011,Kharif     ,Rice,165034.0,501000.0,3.035738090332901
68536,Haryana,KARNAL,2011,Kharif     ,Urad,143.0,100.0,0.6993006993006993
68539,Haryana,KARNAL,2011,Rabi       ,Masoor,352.0,400.0,1.1363636363636365
68540,Haryana,KARNAL,2011,Rabi       ,Peas & beans (Pulses),173.0,300.0,1.7341040462427746
68541,Haryana,KARNAL,2011,Rabi       ,Rapeseed &Mustard,987.0,1000.0,1.0131712259371835
68542,Haryana,KARNAL,2011,Rabi       ,Wheat,171771.0,975000.0,5.676161866671324
68550,Haryana,KARNAL,2012,Kharif     ,Arhar/Tur,139.0,132.0,0.9496402877697842
68551,Haryana,KARNAL,2012,Kharif     ,Bajra,902.0,2000.0,2.2172949002217295
68554,Haryana,KARNAL,2012,Kharif     ,Moong(Green Gram),36.0,18.0,0.5
68555,Haryana,KARNAL,2012,Kharif     ,Rice,170172.0,572000.0,3.361305032555297
68556,Haryana,KARNAL,2012,Kharif     ,Sesamum,34.0,17.0,0.5
68557,Haryana,KARNAL,2012,Kharif     ,Urad,147.0,73.0,0.4965986394557823
68560,Haryana,KARNAL,2012,Rabi       ,Masoor,238.0,262.0,1.1008403361344539
68561,Haryana,KARNAL,2012,Rabi       ,Peas & beans (Pulses),212.0,318.0,1.5
68562,Haryana,KARNAL,2012,Rabi       ,Rapeseed &Mustard,1085.0,2000.0,1.8433179723502304
68563,Haryana,KARNAL,2012,Rabi       ,Wheat,172790.0,808000.0,4.676196539151571
68573,Haryana,KURUKSHETRA,1997,Kharif     ,Maize,1000.0,2000.0,2.0
68575,Haryana,KURUKSHETRA,1997,Kharif     ,Rice,106000.0,327000.0,3.0849056603773586
68577,Haryana,KURUKSHETRA,1997,Rabi       ,Wheat,97000.0,371000.0,3.8247422680412373
68582,Haryana,KURUKSHETRA,1998,Kharif     ,Maize,305.0,2000.0,6.557377049180328
68583,Haryana,KURUKSHETRA,1998,Kharif     ,Rice,113715.0,267000.0,2.347975201160797
68588,Haryana,KURUKSHETRA,1998,Rabi       ,Masoor,745.0,900.0,1.2080536912751678
68590,Haryana,KURUKSHETRA,1998,Rabi       ,Sunflower,12815.0,20500.0,1.5996878657822864
68591,Haryana,KURUKSHETRA,1998,Rabi       ,Wheat,106081.0,453000.0,4.27032173527776
68592,Haryana,KURUKSHETRA,1998,Whole Year ,Dry chillies,52.0,100.0,1.9230769230769231
68596,Haryana,KURUKSHETRA,1999,Kharif     ,Arhar/Tur,138.0,200.0,1.4492753623188406
68602,Haryana,KURUKSHETRA,1999,Kharif     ,Rice,111611.0,335000.0,3.001496268288968
68605,Haryana,KURUKSHETRA,1999,Rabi       ,Masoor,523.0,600.0,1.147227533460803
68606,Haryana,KURUKSHETRA,1999,Rabi       ,Peas & beans (Pulses),280.0,400.0,1.4285714285714286
68608,Haryana,KURUKSHETRA,1999,Rabi       ,Sunflower,4083.0,4100.0,1.0041636051922607
68609,Haryana,KURUKSHETRA,1999,Rabi       ,Wheat,106294.0,485000.0,4.56281633958643
68610,Haryana,KURUKSHETRA,1999,Whole Year ,Dry chillies,340.0,400.0,1.1764705882352942
68618,Haryana,KURUKSHETRA,2000,Kharif     ,Rice,111765.0,357000.0,3.1942021205207354
68622,Haryana,KURUKSHETRA,2000,Rabi       ,Masoor,668.0,800.0,1.1976047904191616
68624,Haryana,KURUKSHETRA,2000,Rabi       ,Wheat,108903.0,506000.0,4.646336648209875
68625,Haryana,KURUKSHETRA,2000,Whole Year ,Dry chillies,143.0,100.0,0.6993006993006993
68635,Haryana,KURUKSHETRA,2001,Kharif     ,Rice,111396.0,367000.0,3.2945527667061656
68637,Haryana,KURUKSHETRA,2001,Kharif     ,Urad,227.0,100.0,0.44052863436123346
68640,Haryana,KURUKSHETRA,2001,Rabi       ,Masoor,824.0,1000.0,1.2135922330097086
68641,Haryana,KURUKSHETRA,2001,Rabi       ,Peas & beans (Pulses),199.0,200.0,1.0050251256281406
68643,Haryana,KURUKSHETRA,2001,Rabi       ,Sunflower,891.0,1400.0,1.5712682379349046
68644,Haryana,KURUKSHETRA,2001,Rabi       ,Wheat,110370.0,491000.0,4.448672646552505
68645,Haryana,KURUKSHETRA,2001,Whole Year ,Dry chillies,126.0,100.0,0.7936507936507936
68650,Haryana,KURUKSHETRA,2002,Kharif     ,Arhar/Tur,319.0,400.0,1.2539184952978057
68655,Haryana,KURUKSHETRA,2002,Kharif     ,Rice,106928.0,371000.0,3.469624420170582
68659,Haryana,KURUKSHETRA,2002,Rabi       ,Masoor,609.0,800.0,1.3136288998357963
68660,Haryana,KURUKSHETRA,2002,Rabi       ,Peas & beans (Pulses),185.0,300.0,1.6216216216216217
68662,Haryana,KURUKSHETRA,2002,Rabi       ,Sunflower,843.0,1500.0,1.7793594306049823
68663,Haryana,KURUKSHETRA,2002,Rabi       ,Wheat,108816.0,472000.0,4.337597412145273
68675,Haryana,KURUKSHETRA,2003,Kharif     ,Rice,111949.0,348000.0,3.1085583613967076
68679,Haryana,KURUKSHETRA,2003,Rabi       ,Masoor,472.0,600.0,1.271186440677966
68682,Haryana,KURUKSHETRA,2003,Rabi       ,Sunflower,2737.0,5000.0,1.8268176835951773
68683,Haryana,KURUKSHETRA,2003,Rabi       ,Wheat,112004.0,451000.0,4.026641905646227
68685,Haryana,KURUKSHETRA,2003,Whole Year ,Dry chillies,116.0,100.0,0.8620689655172413
68695,Haryana,KURUKSHETRA,2004,Kharif     ,Rice,121844.0,468000.0,3.8409769869669415
68696,Haryana,KURUKSHETRA,2004,Kharif     ,Urad,146.0,100.0,0.684931506849315
68699,Haryana,KURUKSHETRA,2004,Rabi       ,Masoor,437.0,500.0,1.1441647597254005
68700,Haryana,KURUKSHETRA,2004,Rabi       ,Rapeseed &Mustard,685.0,1000.0,1.4598540145985401
68701,Haryana,KURUKSHETRA,2004,Rabi       ,Sunflower,2092.0,3900.0,1.864244741873805
68702,Haryana,KURUKSHETRA,2004,Rabi       ,Wheat,113851.0,463000.0,4.066718781565379
68712,Haryana,KURUKSHETRA,2005,Kharif     ,Moong(Green Gram),238.0,100.0,0.42016806722689076
68713,Haryana,KURUKSHETRA,2005,Kharif     ,Rice,110791.0,416000.0,3.754817629590851
68715,Haryana,KURUKSHETRA,2005,Kharif     ,Urad,256.0,100.0,0.390625
68718,Haryana,KURUKSHETRA,2005,Rabi       ,Masoor,353.0,400.0,1.13314447592068
68719,Haryana,KURUKSHETRA,2005,Rabi       ,Peas & beans (Pulses),235.0,300.0,1.2765957446808511
68720,Haryana,KURUKSHETRA,2005,Rabi       ,Rapeseed &Mustard,769.0,1100.0,1.4304291287386215
68721,Haryana,KURUKSHETRA,2005,Rabi       ,Sunflower,6062.0,11200.0,1.8475750577367205
68722,Haryana,KURUKSHETRA,2005,Rabi       ,Wheat,109187.0,499000.0,4.570141134017786
68723,Haryana,KURUKSHETRA,2005,Whole Year ,Dry chillies,85.0,100.0,1.1764705882352942
68727,Haryana,KURUKSHETRA,2006,Kharif     ,Arhar/Tur,56.0,100.0,1.7857142857142858
68730,Haryana,KURUKSHETRA,2006,Kharif     ,Moong(Green Gram),266.0,100.0,0.37593984962406013
68731,Haryana,KURUKSHETRA,2006,Kharif     ,Rice,108950.0,440000.0,4.0385497934832495
68733,Haryana,KURUKSHETRA,2006,Kharif     ,Urad,391.0,100.0,0.2557544757033248
68736,Haryana,KURUKSHETRA,2006,Rabi       ,Masoor,386.0,500.0,1.2953367875647668
68737,Haryana,KURUKSHETRA,2006,Rabi       ,Peas & beans (Pulses),154.0,200.0,1.2987012987012987
68738,Haryana,KURUKSHETRA,2006,Rabi       ,Rapeseed &Mustard,885.0,1000.0,1.1299435028248588
68739,Haryana,KURUKSHETRA,2006,Rabi       ,Sunflower,3114.0,5900.0,1.8946692357096981
68740,Haryana,KURUKSHETRA,2006,Rabi       ,Wheat,110285.0,514000.0,4.660651947227637
68741,Haryana,KURUKSHETRA,2006,Whole Year ,Dry chillies,95.0,100.0,1.0526315789473684
68748,Haryana,KURUKSHETRA,2007,Kharif     ,Rice,114536.0,460000.0,4.016204512118461
68750,Haryana,KURUKSHETRA,2007,Kharif     ,Urad,173.0,100.0,0.5780346820809249
68753,Haryana,KURUKSHETRA,2007,Rabi       ,Masoor,241.0,300.0,1.2448132780082988
68755,Haryana,KURUKSHETRA,2007,Rabi       ,Rapeseed &Mustard,577.0,1000.0,1.733102253032929
68756,Haryana,KURUKSHETRA,2007,Rabi       ,Sunflower,4943.0,9400.0,1.901679142221323
68757,Haryana,KURUKSHETRA,2007,Rabi       ,Wheat,112261.0,534000.0,4.7567721648658035
68758,Haryana,KURUKSHETRA,2007,Whole Year ,Dry chillies,105.0,800.0,7.619047619047619
68766,Haryana,KURUKSHETRA,2008,Kharif     ,Maize,72.0,200.0,2.7777777777777777
68767,Haryana,KURUKSHETRA,2008,Kharif     ,Moong(Green Gram),144.0,100.0,0.6944444444444444
68768,Haryana,KURUKSHETRA,2008,Kharif     ,Rice,121530.0,408000.0,3.3571957541347817
68769,Haryana,KURUKSHETRA,2008,Kharif     ,Urad,89.0,100.0,1.1235955056179776
68772,Haryana,KURUKSHETRA,2008,Rabi       ,Masoor,216.0,300.0,1.3888888888888888
68773,Haryana,KURUKSHETRA,2008,Rabi       ,Peas & beans (Pulses),245.0,300.0,1.2244897959183674
68774,Haryana,KURUKSHETRA,2008,Rabi       ,Rapeseed &Mustard,794.0,2200.0,2.770780856423174
68775,Haryana,KURUKSHETRA,2008,Rabi       ,Sunflower,5023.0,9300.0,1.8514831773840335
68776,Haryana,KURUKSHETRA,2008,Rabi       ,Wheat,115107.0,504000.0,4.378534754619615
68785,Haryana,KURUKSHETRA,2009,Kharif     ,Moong(Green Gram),236.0,100.0,0.423728813559322
68786,Haryana,KURUKSHETRA,2009,Kharif     ,Rice,117969.0,453000.0,3.839991862268901
68788,Haryana,KURUKSHETRA,2009,Kharif     ,Urad,177.0,100.0,0.5649717514124294
68791,Haryana,KURUKSHETRA,2009,Rabi       ,Masoor,248.0,300.0,1.2096774193548387
68792,Haryana,KURUKSHETRA,2009,Rabi       ,Peas & beans (Pulses),193.0,200.0,1.0362694300518134
68793,Haryana,KURUKSHETRA,2009,Rabi       ,Sunflower,5099.0,9400.0,1.8434987252402433
68794,Haryana,KURUKSHETRA,2009,Rabi       ,Wheat,114204.0,526000.0,4.605793142096599
68796,Haryana,KURUKSHETRA,2009,Whole Year ,Dry chillies,68.0,200.0,2.9411764705882355
68804,Haryana,KURUKSHETRA,2010,Kharif     ,Rice,119783.0,383000.0,3.1974487197682477
68805,Haryana,KURUKSHETRA,2010,Kharif     ,Sunflower,3194.0,6100.0,1.909830932999374
68806,Haryana,KURUKSHETRA,2010,Kharif     ,Urad,89.0,200.0,2.247191011235955
68809,Haryana,KURUKSHETRA,2010,Rabi       ,Masoor,287.0,400.0,1.3937282229965158
68810,Haryana,KURUKSHETRA,2010,Rabi       ,Peas & beans (Pulses),286.0,300.0,1.048951048951049
68811,Haryana,KURUKSHETRA,2010,Rabi       ,Rapeseed &Mustard,1001.0,2000.0,1.998001998001998
68812,Haryana,KURUKSHETRA,2010,Rabi       ,Wheat,114241.0,510000.0,4.464246636496529
68814,Haryana,KURUKSHETRA,2010,Whole Year ,Dry chillies,33.0,300.0,9.090909090909092
68823,Haryana,KURUKSHETRA,2011,Kharif     ,Maize,844.0,3000.0,3.5545023696682465
68824,Haryana,KURUKSHETRA,2011,Kharif     ,Moong(Green Gram),707.0,400.0,0.5657708628005658
68825,Haryana,KURUKSHETRA,2011,Kharif     ,Rice,121216.0,459000.0,3.7866288278775078
68827,Haryana,KURUKSHETRA,2011,Kharif     ,Sunflower,2688.0,2800.0,1.0416666666666667
68828,Haryana,KURUKSHETRA,2011,Kharif     ,Urad,222.0,100.0,0.45045045045045046
68831,Haryana,KURUKSHETRA,2011,Rabi       ,Masoor,333.0,500.0,1.5015015015015014
68832,Haryana,KURUKSHETRA,2011,Rabi       ,Rapeseed &Mustard,1480.0,2000.0,1.3513513513513513
68833,Haryana,KURUKSHETRA,2011,Rabi       ,Wheat,112004.0,609000.0,5.437305810506768
68839,Haryana,KURUKSHETRA,2012,Kharif     ,Arhar/Tur,4.0,4.0,1.0
68844,Haryana,KURUKSHETRA,2012,Kharif     ,Moong(Green Gram),171.0,94.0,0.5497076023391813
68846,Haryana,KURUKSHETRA,2012,Kharif     ,Rice,110728.0,477000.0,4.307853478794884
68847,Haryana,KURUKSHETRA,2012,Kharif     ,Sunflower,3476.0,7600.0,2.186421173762946
68848,Haryana,KURUKSHETRA,2012,Kharif     ,Urad,89.0,40.0,0.449438202247191
68851,Haryana,KURUKSHETRA,2012,Rabi       ,Masoor,216.0,302.0,1.3981481481481481
68852,Haryana,KURUKSHETRA,2012,Rabi       ,Peas & beans (Pulses),300.0,330.0,1.1
68853,Haryana,KURUKSHETRA,2012,Rabi       ,Rapeseed &Mustard,1953.0,3200.0,1.638504864311316
68854,Haryana,KURUKSHETRA,2012,Rabi       ,Wheat,112658.0,526000.0,4.668998206962666
68856,Haryana,KURUKSHETRA,2012,Whole Year ,Dry chillies,63.0,600.0,9.523809523809524
68863,Haryana,MAHENDRAGARH,1997,Kharif     ,Bajra,92000.0,117000.0,1.2717391304347827
68865,Haryana,MAHENDRAGARH,1997,Rabi       ,Barley,1000.0,3000.0,3.0
68866,Haryana,MAHENDRAGARH,1997,Rabi       ,Gram,27000.0,33000.0,1.2222222222222223
68867,Haryana,MAHENDRAGARH,1997,Rabi       ,Wheat,41000.0,171000.0,4.170731707317073
68868,Haryana,MAHENDRAGARH,1997,Whole Year ,Cotton(lint),7000.0,11000.0,1.5714285714285714
68869,Haryana,MAHENDRAGARH,1998,Kharif     ,Arhar/Tur,400.0,200.0,0.5
68870,Haryana,MAHENDRAGARH,1998,Kharif     ,Bajra,96102.0,106000.0,1.1029947347609832
68871,Haryana,MAHENDRAGARH,1998,Kharif     ,Cotton(lint),7137.0,8000.0,1.120919153706039
